 ****** HSPICE -- Q-2020.03-SP2-2 linux64 (Nov  1 2020) ******
  Copyright (c) 1986 - 2026 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
0.1349009,0.06898696,-0.009989587,0.1479854
0.1349293,0.07149978,-0.007481569,0.1505039
0.1349478,0.07401305,-0.004973289,0.1530229
0.1349848,0.07652679,-0.002464725,0.1555427
0.134986,0.07904101,4.413375e-05,0.1580631
0.1350029,0.08155574,0.002553304,0.1605841
0.1350107,0.08407098,0.005062802,0.1631059
0.1350129,0.08658675,0.007572644,0.1656285
0.1350158,0.08910307,0.01008284,0.1681517
0.1350467,0.09161995,0.01259342,0.1706757
0.1350957,0.09413741,0.01510439,0.1732005
0.1351288,0.09665548,0.01761577,0.1757261
0.1352473,0.09917415,0.02012756,0.1782524
0.1352505,0.1016935,0.0226398,0.1807796
0.1353002,0.1042134,0.0251525,0.1833076
0.1353209,0.106734,0.02766567,0.1858365
0.1353519,0.1092553,0.03017932,0.1883662
0.1353615,0.1117773,0.03269349,0.1908969
0.1353898,0.1143,0.03520817,0.1934284
0.1354559,0.1168234,0.03772339,0.1959609
0.1354636,0.1193476,0.04023916,0.1984943
0.1354647,0.1218725,0.04275551,0.2010286
0.1355445,0.1243982,0.04527244,0.2035639
0.1355574,0.1269247,0.04778996,0.2061002
0.1355871,0.129452,0.05030811,0.2086375
0.1355921,0.1319801,0.05282688,0.2111759
0.1356379,0.1345091,0.05534632,0.2137152
0.1356617,0.137039,0.05786642,0.2162557
0.1356715,0.1395697,0.0603872,0.2187972
0.1357507,0.1421013,0.06290868,0.2213398
0.1357656,0.1446338,0.06543088,0.2238835
0.135784,0.1471673,0.06795381,0.2264283
0.1358005,0.1497017,0.07047748,0.2289742
0.1358153,0.152237,0.07300193,0.2315214
0.1358331,0.1547734,0.07552716,0.2340697
0.1358383,0.1573107,0.07805319,0.2366192
0.1358697,0.159849,0.08058003,0.2391699
0.1359537,0.1623884,0.08310772,0.2417218
0.135963,0.1649288,0.08563624,0.244275
0.1360605,0.1674703,0.08816564,0.2468295
0.1360622,0.1700129,0.09069592,0.2493852
0.1361394,0.1725566,0.0932271,0.2519422
0.1361832,0.1751013,0.0957592,0.2545006
0.1362343,0.1776473,0.09829223,0.2570603
0.1362637,0.1801943,0.1008262,0.2596213
0.1362917,0.1827426,0.1033612,0.2621837
0.1363836,0.185292,0.1058971,0.2647476
0.136444,0.1878427,0.1084341,0.2673128
0.1364648,0.1903945,0.110972,0.2698794
0.1364852,0.1929476,0.113511,0.2724475
0.1365647,0.195502,0.1160511,0.2750171
0.1366617,0.1980576,0.1185922,0.2775881
0.1366864,0.2006145,0.1211344,0.2801607
0.1367034,0.2031728,0.1236777,0.2827347
0.1367196,0.2057323,0.1262222,0.2853103
0.1367508,0.2082933,0.1287678,0.2878875
0.1367525,0.2108555,0.1313145,0.2904662
0.1368555,0.2134192,0.1338625,0.2930466
0.1369105,0.2159843,0.1364116,0.2956285
0.1369348,0.2185508,0.1389619,0.2982121
0.1369505,0.2211187,0.1415135,0.3007973
0.1369516,0.2236881,0.1440663,0.3033842
0.1369583,0.226259,0.1466204,0.3059728
0.1370087,0.2288313,0.1491758,0.3085631
0.1370596,0.2314052,0.1517325,0.3111552
0.1370968,0.2339807,0.1542905,0.3137489
0.1371844,0.2365576,0.1568498,0.3163445
0.1371915,0.2391362,0.1594105,0.3189418
0.1371927,0.2417163,0.1619726,0.321541
0.1372183,0.244298,0.1645361,0.324142
0.137219,0.2468814,0.167101,0.3267448
0.1372509,0.2494664,0.1696673,0.3293495
0.1372521,0.2520531,0.172235,0.3319561
0.1372626,0.2546415,0.1748043,0.3345646
0.1372896,0.2572316,0.177375,0.337175
0.1372961,0.2598234,0.1799473,0.3397873
0.1373677,0.262417,0.182521,0.3424017
0.1373684,0.2650123,0.1850963,0.345018
0.1373738,0.2676094,0.1876732,0.3476364
0.1374354,0.2702083,0.1902517,0.3502568
0.1374473,0.2728091,0.1928318,0.3528792
0.137456,0.2754116,0.1954135,0.3555037
0.1375076,0.2780161,0.1979968,0.3581303
0.1375709,0.2806224,0.2005818,0.360759
0.1376389,0.2832307,0.2031684,0.3633899
0.1376634,0.2858409,0.2057568,0.3660229
0.1376838,0.288453,0.2083469,0.3686581
0.1377137,0.2910671,0.2109388,0.3712955
0.1377213,0.2936832,0.2135324,0.3739351
0.1377445,0.2963013,0.2161277,0.376577
0.137778,0.2989214,0.2187249,0.3792211
0.1377854,0.3015436,0.221324,0.3818675
0.1378083,0.3041679,0.2239248,0.3845163
0.1378428,0.3067942,0.2265275,0.3871674
0.1378986,0.3094227,0.2291321,0.3898208
0.1379228,0.3120533,0.2317386,0.3924766
0.1379449,0.3146861,0.234347,0.3951348
0.1379873,0.3173211,0.2369574,0.3977955
0.1379965,0.3199582,0.2395697,0.4004586
0.1380587,0.3225976,0.2421841,0.4031241
0.1381113,0.3252393,0.2448004,0.4057922
0.1381359,0.3278832,0.2474187,0.4084628
0.1381442,0.3305294,0.2500392,0.4111359
0.1381628,0.3331779,0.2526616,0.4138116
0.138182,0.3358288,0.2552862,0.4164899
0.1382146,0.338482,0.2579129,0.4191708
0.1382188,0.3411376,0.2605417,0.4218543
0.1383623,0.3437956,0.2631727,0.4245405
0.138365,0.3464561,0.2658059,0.4272294
0.1383787,0.349119,0.2684413,0.4299209
0.1384473,0.3517843,0.2710789,0.4326153
0.1384748,0.3544522,0.2737188,0.4353124
0.1385044,0.3571226,0.2763609,0.4380122
0.1385312,0.3597956,0.2790053,0.4407149
0.1385761,0.3624711,0.281652,0.4434204
0.1386038,0.3651492,0.2843011,0.4461288
0.1386283,0.36783,0.2869525,0.4488401
0.1386526,0.3705134,0.2896064,0.4515543
0.1386556,0.3731995,0.2922626,0.4542714
0.1386707,0.3758882,0.2949213,0.4569915
0.1386875,0.3785797,0.2975824,0.4597145
0.1386889,0.3812739,0.300246,0.4624406
0.1387482,0.3839709,0.3029121,0.4651698
0.1387587,0.3866707,0.3055808,0.467902
0.1387834,0.3893733,0.308252,0.4706373
0.1388149,0.3920788,0.3109257,0.4733757
0.1388294,0.3947871,0.3136021,0.4761173
0.1388425,0.3974984,0.3162811,0.4788621
0.1388603,0.4002125,0.3189627,0.48161
0.1388759,0.4029296,0.3216471,0.4843612
0.1388837,0.4056497,0.3243341,0.4871157
0.1389109,0.4083728,0.3270238,0.4898735
0.1390031,0.4110989,0.3297163,0.4926345
0.139047,0.4138281,0.3324116,0.495399
0.139071,0.4165604,0.3351097,0.4981668
0.1390871,0.4192958,0.3378106,0.500938
0.1390994,0.4220343,0.3405143,0.5037126
0.1391475,0.424776,0.343221,0.5064907
0.1391675,0.4275209,0.3459305,0.5092724
0.1392072,0.430269,0.348643,0.5120575
0.1392122,0.4330203,0.3513584,0.5148462
0.1392388,0.435775,0.3540769,0.5176385
0.1392438,0.4385329,0.3567983,0.5204344
0.1392855,0.4412942,0.3595228,0.5232339
0.1393221,0.4440589,0.3622504,0.5260371
0.1393702,0.446827,0.364981,0.528844
0.1393746,0.4495985,0.3677148,0.5316547
0.1393875,0.4523734,0.3704517,0.5344691
0.1394157,0.4551518,0.3731918,0.5372874
0.1394205,0.4579338,0.3759351,0.5401095
0.1394282,0.4607193,0.3786817,0.5429354
0.1394779,0.4635084,0.3814315,0.5457653
0.1394795,0.4663011,0.3841846,0.548599
0.1394805,0.4690974,0.3869411,0.5514368
0.1394902,0.4718974,0.3897009,0.5542786
0.1394997,0.4747011,0.392464,0.5571244
0.1395054,0.4775086,0.3952306,0.5599742
0.1395207,0.4803198,0.3980007,0.5628282
0.139559,0.4831348,0.4007742,0.5656863
0.1395606,0.4859537,0.4035512,0.5685485
0.1397043,0.4887764,0.4063318,0.571415
0.1398073,0.491603,0.4091159,0.5742858
0.1398103,0.4944336,0.4119036,0.5771608
0.139811,0.4972681,0.414695,0.5800401
0.1398518,0.5001066,0.41749,0.5829238
0.139861,0.5029492,0.4202887,0.5858118
0.1399372,0.5057958,0.4230912,0.5887043
0.1399472,0.5086465,0.4258974,0.5916013
0.1399511,0.5115014,0.4287073,0.5945027
0.1399929,0.5143605,0.4315212,0.5974087
0.1400065,0.5172237,0.4343388,0.6003193
0.1400112,0.5200912,0.4371604,0.6032344
0.1401102,0.522963,0.4399859,0.6061543
0.1402233,0.5258391,0.4428153,0.6090788
0.1402274,0.5287196,0.4456488,0.612008
0.1402413,0.5316044,0.4484863,0.6149421
0.1402929,0.5344937,0.4513278,0.6178809
0.1403292,0.5373875,0.4541734,0.6208246
0.1403481,0.5402857,0.4570232,0.6237732
0.140351,0.5431885,0.4598771,0.6267267
0.1404016,0.5460959,0.4627353,0.6296852
0.1404089,0.5490079,0.4655977,0.6326487
0.1404325,0.5519246,0.4684643,0.6356173
0.1404675,0.554846,0.4713353,0.638591
0.1404762,0.5577721,0.4742106,0.6415698
0.140481,0.560703,0.4770904,0.6445538
0.1405051,0.5636388,0.4799745,0.6475431
0.1405313,0.5665794,0.4828632,0.6505376
0.1405415,0.5695249,0.4857563,0.6535375
0.1405889,0.5724753,0.488654,0.6565427
0.1405983,0.5754308,0.4915563,0.6595533
0.1406056,0.5783913,0.4944632,0.6625694
0.1406492,0.5813568,0.4973747,0.665591
0.1407271,0.5843275,0.500291,0.6686182
0.1407275,0.5873033,0.503212,0.6716509
0.1407445,0.5902844,0.5061378,0.6746894
0.1407452,0.5932707,0.5090684,0.6777335
0.1407764,0.5962623,0.5120039,0.6807833
0.1407954,0.5992593,0.5149443,0.683839
0.1408941,0.6022616,0.5178897,0.6869005
0.1409037,0.6052694,0.52084,0.6899679
0.1409109,0.6082827,0.5237955,0.6930412
0.1409134,0.6113015,0.526756,0.6961205
0.1409873,0.6143259,0.5297216,0.6992059
0.1410286,0.6173559,0.5326924,0.7022974
0.141036,0.6203916,0.5356684,0.7053951
0.1410903,0.623433,0.5386497,0.7084989
0.1410918,0.6264802,0.5416363,0.711609
0.1411122,0.6295333,0.5446283,0.7147255
0.1411165,0.6325922,0.5476257,0.7178483
0.1411364,0.635657,0.5506285,0.7209775
0.1411914,0.6387278,0.5536368,0.7241132
0.141204,0.6418047,0.5566507,0.7272555
0.1412046,0.6448876,0.5596702,0.7304044
0.1412585,0.6479767,0.5626953,0.7335599
0.1412605,0.651072,0.5657261,0.7367221
0.1412827,0.6541736,0.5687627,0.7398911
0.1413068,0.6572814,0.5718051,0.7430669
0.1413674,0.6603956,0.5748533,0.7462497
0.1415232,0.6635162,0.5779074,0.7494393
0.1415248,0.6666433,0.5809675,0.752636
0.1415705,0.6697769,0.5840336,0.7558398
0.1415818,0.6729172,0.5871058,0.7590508
0.1415845,0.676064,0.590184,0.7622689
0.1415863,0.6792176,0.5932685,0.7654943
0.1416525,0.6823779,0.5963592,0.7687271
0.1416884,0.6855451,0.5994561,0.7719672
0.1417602,0.6887192,0.6025594,0.7752148
0.1418356,0.6919002,0.6056691,0.77847
0.141852,0.6950882,0.6087853,0.7817327
0.1419461,0.6982834,0.6119079,0.7850032
0.1419785,0.7014856,0.6150371,0.7882814
0.142018,0.7046951,0.618173,0.7915674
0.1420835,0.7079119,0.6213155,0.7948613
0.1421476,0.7111359,0.6244648,0.7981631
0.1421514,0.7143674,0.627621,0.801473
0.1421891,0.7176064,0.6307839,0.804791
0.1422299,0.7208529,0.6339539,0.8081172
0.1422321,0.7241071,0.6371308,0.8114516
0.1423108,0.7273689,0.6403148,0.8147943
0.1423403,0.7306385,0.643506,0.8181455
0.1423877,0.7339159,0.6467043,0.8215052
0.1424705,0.7372012,0.6499099,0.8248735
0.1425423,0.7404945,0.6531228,0.8282503
0.1425678,0.7437958,0.6563431,0.831636
0.1426335,0.7471053,0.6595709,0.8350304
0.1427035,0.750423,0.6628063,0.8384338
0.1427655,0.7537489,0.6660492,0.8418461
0.1428103,0.7570832,0.6692998,0.8452675
0.1428252,0.760426,0.6725582,0.8486981
0.1428375,0.7637772,0.6758244,0.8521379
0.1428535,0.7671371,0.6790985,0.855587
0.1428978,0.7705057,0.6823806,0.8590456
0.1428998,0.773883,0.6856707,0.8625137
0.1429341,0.7772691,0.688969,0.8659914
0.1429359,0.7806642,0.6922755,0.8694788
0.1429758,0.7840684,0.6955903,0.872976
0.1430057,0.7874816,0.6989134,0.8764831
0.1430367,0.790904,0.702245,0.8800001
0.1430798,0.7943357,0.7055851,0.8835273
0.1431284,0.7977768,0.7089338,0.8870647
0.1431561,0.8012274,0.7122912,0.8906123
0.1432662,0.8046876,0.7156574,0.8941704
0.1432737,0.8081574,0.7190325,0.8977389
0.143549,0.8116369,0.7224165,0.9013181
0.1435738,0.8151263,0.7258096,0.9049079
0.1435829,0.8186257,0.7292117,0.9085086
0.1436346,0.8221351,0.7326232,0.9121202
0.1437405,0.8256547,0.7360439,0.9157429
0.1438023,0.8291845,0.739474,0.9193767
0.1438368,0.8327247,0.7429137,0.9230218
0.1438465,0.8362754,0.7463629,0.9266783
0.1439176,0.8398366,0.7498218,0.9303462
0.1439872,0.8434085,0.7532906,0.9340258
0.1440263,0.8469912,0.7567691,0.9377172
0.1440269,0.8505849,0.7602578,0.9414204
0.1440434,0.8541895,0.7637565,0.9451356
0.1440435,0.8578053,0.7672654,0.9488629
0.1440881,0.8614323,0.7707846,0.9526025
0.1440946,0.8650707,0.7743142,0.9563545
0.144151,0.8687205,0.7778544,0.9601189
0.1442127,0.872382,0.7814051,0.9638961
0.1442222,0.8760552,0.7849666,0.967686
0.1442313,0.8797403,0.788539,0.9714888
0.1442877,0.8834374,0.7921223,0.9753047
0.1443072,0.8871466,0.7957168,0.9791338
0.1443292,0.890868,0.7993224,0.9829762
0.1444988,0.8946018,0.8029393,0.9868322
0.1445645,0.8983481,0.8065677,0.9907018
0.1445725,0.9021071,0.8102077,0.9945852
0.1445995,0.9058788,0.8138593,0.9984826
0.1446337,0.9096635,0.8175228,1.002394
0.1446372,0.9134613,0.8211982,1.00632
0.144652,0.9172722,0.8248857,1.01026
0.1447604,0.9210966,0.8285854,1.014215
0.1447666,0.9249345,0.8322975,1.018184
0.1448479,0.928786,0.8360221,1.022169
0.1449,0.9326514,0.8397592,1.026168
0.1449152,0.9365307,0.8435091,1.030183
0.1449795,0.9404242,0.847272,1.034214
0.1449944,0.944332,0.8510479,1.038259
0.1450279,0.9482543,0.854837,1.042321
0.145055,0.9521912,0.8586395,1.046399
0.1450835,0.956143,0.8624554,1.050493
0.1451358,0.9601097,0.866285,1.054604
0.1451716,0.9640916,0.8701285,1.058731
0.1452231,0.9680888,0.8739859,1.062874
0.1454982,0.9721016,0.8778575,1.067035
0.1455316,0.9761301,0.8817434,1.071213
0.1455495,0.9801745,0.8856437,1.075409
0.1456544,0.984235,0.8895587,1.079622
0.1456597,0.9883117,0.8934886,1.083853
0.1456976,0.992405,0.8974334,1.088102
0.1456992,0.996515,0.9013935,1.092369
0.1458179,1.000642,0.9053689,1.096655
0.145834,1.004786,0.9093598,1.10096
0.1458401,1.008947,0.9133665,1.105284
0.1458912,1.013126,0.9173891,1.109627
0.1458994,1.017323,0.9214279,1.113989
0.1459259,1.021537,0.925483,1.118371
0.1459517,1.02577,0.9295547,1.122774
0.1459595,1.030021,0.9336431,1.127196
0.1460401,1.034291,0.9377485,1.131639
0.1460678,1.03858,0.9418711,1.136103
0.146128,1.042888,0.946011,1.140588
0.1461561,1.047216,0.9501686,1.145095
0.1462032,1.051563,0.954344,1.149623
0.1462154,1.05593,0.9585375,1.154173
0.1463921,1.060318,0.9627494,1.158746
0.1464179,1.064726,0.9669798,1.163341
0.1464259,1.069155,0.971229,1.167959
0.1464897,1.073604,0.9754972,1.1726
0.1465517,1.078076,0.9797848,1.177265
0.1466419,1.082568,0.9840919,1.181953
0.1466939,1.087083,0.9884189,1.186666
0.1468143,1.09162,0.9927661,1.191404
0.1469349,1.09618,0.9971336,1.196166
0.1469663,1.100763,1.001522,1.200954
0.1469815,1.105368,1.005931,1.205767
0.1470445,1.109998,1.010361,1.210607
0.1470454,1.114651,1.014813,1.215473
0.1471073,1.119329,1.019287,1.220365
0.1471352,1.124031,1.023783,1.225285
0.1471594,1.128758,1.028302,1.230233
0.147195,1.13351,1.032843,1.235209
0.1471997,1.138289,1.037407,1.240213
0.147218,1.143093,1.041995,1.245247
0.1472279,1.147924,1.046607,1.25031
0.1472397,1.152782,1.051243,1.255402
0.1472757,1.157667,1.055904,1.260525
0.1472933,1.16258,1.060589,1.265679
0.1473893,1.167521,1.0653,1.270865
0.1474333,1.172491,1.070037,1.276082
0.1474593,1.17749,1.0748,1.281331
0.1475782,1.182519,1.079589,1.286614
0.1477108,1.187577,1.084405,1.29193
0.1477253,1.192667,1.089248,1.29728
0.1477717,1.197787,1.09412,1.302665
0.1479158,1.202939,1.099019,1.308085
0.1479633,1.208123,1.103948,1.313541
0.1479885,1.21334,1.108905,1.319033
0.1480779,1.21859,1.113892,1.324562
0.1481372,1.223873,1.11891,1.33013
0.1481379,1.229192,1.123958,1.335735
0.1481683,1.234545,1.129037,1.34138
0.1483571,1.239933,1.134148,1.347065
0.1484901,1.245359,1.139291,1.35279
0.1485461,1.25082,1.144467,1.358557
0.1485501,1.25632,1.149676,1.364366
0.148598,1.261858,1.15492,1.370217
0.1486394,1.267434,1.160198,1.376113
0.1487788,1.273051,1.165511,1.382053
0.1487824,1.278708,1.17086,1.388039
0.1488321,1.284406,1.176246,1.39407
0.1489562,1.290146,1.181669,1.40015
0.1490196,1.295929,1.18713,1.406277
0.1491738,1.301755,1.192629,1.412454
0.1492515,1.307627,1.198168,1.418681
0.1493179,1.313543,1.203747,1.424959
0.1493235,1.319506,1.209367,1.43129
0.1493358,1.325516,1.215028,1.437674
0.1494514,1.331575,1.220732,1.444112
0.149489,1.337682,1.22648,1.450607
0.1495252,1.34384,1.232271,1.457158
0.1496838,1.35005,1.238108,1.463768
0.1497097,1.356312,1.243991,1.470437
0.1497241,1.362627,1.249921,1.477167
0.149739,1.368998,1.255899,1.48396
0.149837,1.375424,1.261927,1.490816
0.1498635,1.381908,1.268004,1.497737
0.1498889,1.38845,1.274133,1.504726
0.1504135,1.395053,1.280314,1.511782
0.1504588,1.401716,1.286549,1.518909
0.1505412,1.408443,1.292838,1.526108
0.1505915,1.415234,1.299184,1.53338
0.1506406,1.42209,1.305586,1.540728
0.1506774,1.429015,1.312048,1.548153
0.1507053,1.436008,1.31857,1.555657
0.1507747,1.443073,1.325153,1.563243
0.1508382,1.45021,1.331799,1.570913
0.1509303,1.457422,1.33851,1.578669
0.1509661,1.46471,1.345287,1.586512
0.151052,1.472077,1.352133,1.594447
0.151122,1.479525,1.359047,1.602475
0.1511739,1.487056,1.366034,1.610599
0.1511743,1.494672,1.373093,1.618821
0.1511826,1.502376,1.380228,1.627146
0.1511919,1.51017,1.387441,1.635575
0.1514183,1.518057,1.394733,1.644112
0.1514389,1.52604,1.402107,1.65276
0.1514709,1.534121,1.409565,1.661523
0.1515395,1.542303,1.417109,1.670404
0.1515452,1.55059,1.424743,1.679408
0.1515513,1.558985,1.432468,1.688537
0.1516796,1.567491,1.440288,1.697798
0.1516879,1.576112,1.448206,1.707193
0.1517138,1.584852,1.456224,1.716728
0.1517737,1.593714,1.464346,1.726408
0.15209,1.602704,1.472574,1.736238
0.1521683,1.611825,1.480914,1.746223
0.1522312,1.621082,1.489368,1.756369
0.1523307,1.63048,1.49794,1.766683
0.152391,1.640025,1.506635,1.77717
0.1524012,1.649721,1.515456,1.787838
0.1525027,1.659575,1.524409,1.798695
0.1525201,1.669593,1.533498,1.809748
0.1525584,1.679781,1.542729,1.821005
0.1525822,1.690146,1.552106,1.832475
0.1525912,1.700696,1.561636,1.844168
0.1526182,1.71144,1.571325,1.856094
0.1529588,1.722384,1.58118,1.868263
0.1530453,1.733539,1.591206,1.880688
0.1534239,1.744913,1.601412,1.893381
0.1537269,1.756518,1.611806,1.906354
0.1540986,1.768364,1.622396,1.919624
0.1542966,1.780464,1.633191,1.933205
0.1543533,1.792831,1.644201,1.947114
0.1545032,1.805477,1.655437,1.96137
0.1546286,1.81842,1.666909,1.975993
0.1546924,1.831674,1.678631,1.991005
0.1546969,1.845258,1.690614,2.006429
0.1547283,1.859191,1.702874,2.022291
0.1548617,1.873495,1.715426,2.038621
0.1551429,1.888193,1.728286,2.055449
0.1554593,1.903311,1.741475,2.072812
0.1554652,1.918876,1.755011,2.090748
0.1558183,1.934921,1.768917,2.109299
0.1559071,1.95148,1.783218,2.128516
0.1560939,1.968592,1.79794,2.148452
0.1562639,1.9863,1.813115,2.169169
0.1565082,2.004654,1.828776,2.190737
0.1567204,2.02371,1.844961,2.213237
0.1571968,2.04353,1.861712,2.236759
0.1573163,2.064187,1.879078,2.261411
0.157317,2.085764,1.897114,2.287316
0.1575566,2.108358,1.915882,2.31462
0.1578206,2.132083,1.935455,2.343497
0.1580111,2.157073,1.955918,2.374152
0.1581044,2.183487,1.977369,2.406839
0.1581621,2.211518,1.999926,2.441866
0.1596423,2.241403,2.023729,2.479619
0.159769,2.273435,2.048948,2.520588
0.1614231,2.307984,2.075792,2.56541
0.1615219,2.345531,2.104524,2.614929
0.1617211,2.386708,2.135475,2.670302
0.162054,2.432379,2.169082,2.733174
0.162866,2.483769,2.20593,2.805987
0.1632488,2.542699,2.246832,2.892598
0.1633308,2.612054,2.292977,2.999605
0.1633677,2.696844,2.346205,3.13969
0.1677722,2.807034,2.409629,3.342036
0.1689358,2.967738,2.489258,3.69972
0.1726554,3.290527,2.599759,4.895247
